Marca;Expendeduría Euros/Cajetilla;Con Recargo Euros/Cajetilla
Mac Lintock Wild C. (50 g);5,5;6,3
Macbaren 7 Seas Essential Virginia Blend (70 g);5;5,75
Mala Vida Amber (15 g);1,3;1,5
Mala Vida Amber (150 g);11,5;13,2
Mala Vida Brown (100 g);7,95;9,15
Mala Vida Brown (20 g);1,7;1,95
Mala Vida Green (20 g);1,8;2,05
Mala Vida Red (30 g);2,5;2,9
Mala Vida Red (60 g);5;5,75
Mala Vida Shisha blubrry mnt (50 g);2,95;3,4
Mala Vida Shisha chrry mnt (50 g);2,95;3,4
Mala Vida Shisha ornge mnt (50 g);2,95;3,4
Mala Vida Shisha pna clada (50 g);2,95;3,4
Mala Vida Shisha swet mlon (50 g);2,95;3,4
Mala Vida Shisha vanlla cinamn (50 g);2,95;3,4
Mala Vida Shisha wtermlon mnt (50 g);2,95;3,4
Mammut Blu Smoke (50 g);3;3,45
Mammut Green Smoke (50 g);3;3,45
Mammut Ocher Smoke (50 g);3;3,45
Mammut Pink Smoke (50 g);3;3,45
Mammut Red Smoke (50 g);3;3,45
Mammut Yelow Smoke (50 g);3;3,45
Marif Chm (50 g);2,95;3,4
Marif Cm (50 g);2,95;3,4
Marif Daem (50 g);2,95;3,4
Marif Double A (50 g);2,95;3,4
Marif G (50 g);2,95;3,4
Marif Gb (50 g);2,95;3,4
Marif Mg (50 g);2,95;3,4
Marif Mixed F (50 g);2,95;3,4
Marif Om (50 g);2,95;3,4
Marif Wm (50 g);2,95;3,4
Marif Wmc (50 g);2,95;3,4
Mark Adams Nº 1 American Blend (100 g);4;4,6
Mark Adams nº 1 Gold (90 g);4;4,6
Mark Adams Nº 1 Halfzware (100 g);4;4,6
Master Cut Pipa (80 g);6,25;7,2
Master Cut Pipa Bolsa (64 g);4,9;5,65
Mazaya French Tobacco Molasses Bahraini App (200 g);10;11,5
Mazaya French Tobacco Molasses Blu Aloha (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blu Sun (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blueberry & Mint (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blueberry & Orange (50 g);2,5;2,9
Mazaya French Tobacco Molasses Blueberry Exotica (50 g);2,5;2,9
Mazaya French Tobacco Molasses Cherry (50 g);2,5;2,9
Mazaya French Tobacco Molasses Electric Dream (50 g);2,5;2,9
Mazaya French Tobacco Molasses Exotic Blu (200 g);10;11,5
Mazaya French Tobacco Molasses Exotic Bunch (50 g);2,5;2,9
Mazaya French Tobacco Molasses Fuzzy Bang (50 g);2,5;2,9
Mazaya French Tobacco Molasses Fuzzy BreeZ (50 g);2,5;2,9
Mazaya French Tobacco Molasses Fuzzy Swirl (50 g);2,5;2,9
Mazaya French Tobacco Molasses Grape & Berry (50 g);2,5;2,9
Mazaya French Tobacco Molasses Lemon & Mint (50 g);2,5;2,9
Mazaya French Tobacco Molasses LOLzy (50 g);2,5;2,9
Mazaya French Tobacco Molasses Melon (250 g);12;13,8
Mazaya French Tobacco Molasses Melon (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mint (1000 g);46;52,9
Mazaya French Tobacco Molasses Mint (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mixed Berry (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mojito (50 g);2,5;2,9
Mazaya French Tobacco Molasses Mystic Slice (50 g);2,5;2,9
Mazaya French Tobacco Molasses Orange (50 g);2,5;2,9
Mazaya French Tobacco Molasses Pineapple & Mint  (50 g);2,5;2,9
Mazaya French Tobacco Molasses Pure BreeZ (200 g);10;11,5
Mazaya French Tobacco Molasses Rainblow (50 g);2,5;2,9
Mazaya French Tobacco Molasses Ruby Rush (50 g);2,5;2,9
Mazaya French Tobacco Molasses Tropicano (50 g);2,5;2,9
Mazaya French Tobacco Molasses Two Apple (50 g);2,5;2,9
Mazaya French Tobacco Molasses Watermelon (50 g);2,5;2,9
Mcconnell Black Parrot Special Cut (100 g);28;32,2
Mcconnell Boutique Blend (50 g);16,2;18,65
Mcconnell Covent Garden (50 g);16,2;18,65
Mcconnell Glen Piper (100 g);28;32,2
Mcconnell Highgate (50 g);19,8;22,75
Mcconnell Latakia Flake (50 g);18;20,7
Mcconnell Marylebone (50 g);16,2;18,65
Mcconnell Oriental (100 g);26;29,9
Mcconnell Pure 100% Cuba (50 g);16,2;18,65
Mcconnell Pure Latakia (50 g);18;20,7
Mcconnell Pure Perique (50 g);18;20,7
Mcconnell Pure Virginia (50 g);16,2;18,65
Mcconnell Red Virginia (100 g);28;32,2
Mcconnell Scottish Ck (100 g);28;32,2
Missisipi (70 g);5,75;6,6
Missisipi Brown (100 g);6,4;7,35
Missisipi Brown Bolsa (100 g);7,7;8,85
Missisipi Original (20 g);1,7;1,95
Missisipi Original (35 g);2,6;3
Missisipi Virginia (35 g);3;3,45
Missisipi Virginia (70 g);5;5,75
Moe's Blue Beast (50 g);4,4;5,05
Moe's Pink King (50 g);4,4;5,05
Moon Habana (500 g). Tabaco Pipa;39;44,85
Moon Habana 150 Gr. Big (150 g);11,5;13,2
Moon Habana Especial Mixture (20 g);1,8;2,05
Moon Habana Exclusive Mixture (20 g);1,8;2,05
Moon Habana Luxury (60 g);5,7;6,55
Moon Habana New Mixture (70 g);5,9;6,8
Moon Habana Tabaco de pipa (100 g);8,3;9,55
Moon Habana Tabaco Pipa (70 g);5,9;6,8
Mr. Shisha 1000K (200 g);16;18,4
Mr. Shisha 1000K (50 g);4,5;5,2
Mr. Shisha Adan (100 g);7,5;8,6
Mr. Shisha Adan (50 g);4,5;5,2
Mr. Shisha Babilonia (200 g);16;18,4
Mr. Shisha Babilonia (50 g);4,5;5,2
Mr. Shisha Boss Mode (100 g);7,5;8,6
Mr. Shisha Boss Mode (50 g);4,5;5,2
Mr. Shisha Camdown (200 g);16;18,4
Mr. Shisha Camdown (50 g);4,5;5,2
Mr. Shisha Coolio (200 g);16;18,4
Mr. Shisha Coolio (50 g);4,5;5,2
Mr. Shisha Ginja Laim (200 g);16;18,4
Mr. Shisha Ginja Laim (50 g);4,5;5,2
Mr. Shisha Got Dozen (100 g);7,5;8,6
Mr. Shisha Got Dozen (50 g);4,5;5,2
Mr. Shisha Guayna (200 g);16;18,4
Mr. Shisha Guayna (50 g);4,5;5,2
Mr. Shisha Habana (50 g);4,5;5,2
Mr. Shisha Habibi (200 g);16;18,4
Mr. Shisha Habibi (50 g);4,5;5,2
Mr. Shisha Harlem Frap (200 g);16;18,4
Mr. Shisha Harlem Frap (50 g);4,5;5,2
Mr. Shisha Haselnat (200 g);16;18,4
Mr. Shisha Haselnat (50 g);4,5;5,2
Mr. Shisha Jheez (200 g);16;18,4
Mr. Shisha Jheez (50 g);4,5;5,2
Mr. Shisha Late Night (100 g);7,5;8,6
Mr. Shisha Late Night (200 g);16;18,4
Mr. Shisha Late Night (50 g);4,5;5,2
Mr. Shisha Lxmxn (200 g);16;18,4
Mr. Shisha Lxmxn (50 g);4,5;5,2
Mr. Shisha Lym (200 g);16;18,4
Mr. Shisha Lym (50 g);4,5;5,2
Mr. Shisha Malibu (100 g);7,5;8,6
Mr. Shisha Malibu (50 g);4,5;5,2
Mr. Shisha Melo Crush (200 g);16;18,4
Mr. Shisha Melo Crush (50 g);4,5;5,2
Mr. Shisha Oriental Desert (100 g);7,5;8,6
Mr. Shisha Oriental Desert (50 g);4,5;5,2
Mr. Shisha Otai (200 g);16;18,4
Mr. Shisha Otai (50 g);4,5;5,2
Mr. Shisha Passion Love (100 g);7,5;8,6
Mr. Shisha Passion Love (200 g);16;18,4
Mr. Shisha Passion Love (50 g);4,5;5,2
Mr. Shisha Pomaye (200 g);16;18,4
Mr. Shisha Pomaye (50 g);4,5;5,2
Mr. Shisha Rock N Roll (100 g);7,5;8,6
Mr. Shisha Rock N Roll (50 g);4,5;5,2
Mr. Shisha Scattman (200 g);16;18,4
Mr. Shisha Scattman (50 g);4,5;5,2
Mr. Shisha Sosiomen (200 g);16;18,4
Mr. Shisha Sosiomen (50 g);4,5;5,2
Mr. Shisha Summer Sunset (100 g);7,5;8,6
Mr. Shisha Summer Sunset (200 g);16;18,4
Mr. Shisha Summer Sunset (50 g);4,5;5,2
Mr. Shisha Tropical (100 g);7,5;8,6
Mr. Shisha Tropical (50 g);4,5;5,2
Musth Aluva (200 g);31,5;36,2
Musth Amazonia (125 g);21,9;25,2
Musth Amazonia (200 g);31,5;36,2
Musth APL Drops (200 g);31,5;36,2
Musth Bam Mam (125 g);21,9;25,2
Musth Bam Mam (200 g);31,5;36,2
Musth Bass Hlls (200 g);31,5;36,2
Musth Berri Hols (200 g);31,5;36,2
Musth Blvck Bros (125 g);21,9;25,2
Musth Blvck Bros (200 g);31,5;36,2
Musth Chisi Pi (125 g);21,9;25,2
Musth Chry Col (125 g);21,9;25,2
Musth Cosmos (200 g);31,5;36,2
Musth Djumngo (125 g);21,9;25,2
Musth Djumngo (200 g);31,5;36,2
Musth Eclipse (200 g);31,5;36,2
Musth Exotic Pum (125 g);21,9;25,2
Musth Gap Fut (125 g);21,9;25,2
Musth Kendi Co (125 g);21,9;25,2
Musth Kendi Co (200 g);31,5;36,2
Musth Koko Dream (200 g);31,5;36,2
Musth Milric (200 g);31,5;36,2
Musth Morocco (125 g);21,9;25,2
Musth Morocco (200 g);31,5;36,2
Musth Neptune (200 g);31,5;36,2
Musth Ornj Team (125 g);21,9;25,2
Musth Parapap (125 g);21,9;25,2
Musth Parapap (200 g);31,5;36,2
Musth Pinkman (200 g);31,5;36,2
Musth Plombir (125 g);21,9;25,2
Musth Plombir (200 g);31,5;36,2
Musth Raspi (125 g);21,9;25,2
Musth Raspi (200 g);31,5;36,2
Musth Red Gape (125 g);21,9;25,2
Musth Sea Backtrn Ti (125 g);21,9;25,2
Musth Space FLV (200 g);31,5;36,2
Musth Space Invaders (200 g);31,5;36,2
Musth Stellar (200 g);31,5;36,2
Musth Straw Lych (200 g);31,5;36,2
Musth Uranus (200 g);31,5;36,2
Musth Violet (125 g);21,9;25,2
Musth Violet CO (200 g);31,5;36,2
Musth White Sod (125 g);21,9;25,2
Musthave Atmosphere (200 g);28;32,2
Musthave Blarry (200 g);23,5;27
Musthave Co-La (100 g);11,95;13,75
Musthave Cosmos (200 g);28;32,2
Musthave Cuba (100 g);11,95;13,75
Musthave Curant (100 g);11,95;13,75
Musthave Eclipse (200 g);28;32,2
Musthave Frosty (200 g);28;32,2
Musthave India (200 g);28;32,2
Musthave Mel-Shak (100 g);11,95;13,75
Musthave Milric (200 g);28;32,2
Musthave Morocco (200 g);28;32,2
Musthave Patch (200 g);23,5;27
Musthave Pynkman (100 g);11,95;13,75
Musthave Pynkman (200 g);28;32,2
Musthave Raspi (100 g);11,95;13,75
Musthave Raspi (200 g);28;32,2
Musthave Rocketman (100 g);11,95;13,75
Musthave Space Flavour (200 g);28;32,2
Musthave Space Force (200 g);28;32,2
Musthave Space Invaders (200 g);28;32,2
Musthave Stellar (200 g);28;32,2
Musthave Straw Lych (200 g);28;32,2
Musthave Team Oran (200 g);23,5;27
Musthave Tropic (100 g);11,95;13,75
Musthave Uranus (200 g);28;32,2
Nakhla Classic Yellow (50 g);2,7;3,1
Nakhla Coral Red (50 g);2,7;3,1
Nakhla Crystal Classic Yellow (50 g);2,7;3,1
Nakhla Crystal Duet Red (50 g);2,7;3,1
Nakhla Crystal Pastel Red (50 g);2,7;3,1
Nakhla Dark Green (50 g);2,95;3,4
Nakhla Double Red (250 g);16,95;19,5
Nakhla Double Red (50 g);3,5;4
Nakhla El Basha Capuchino (50 g);2,6;3
Nakhla El Basha Caramelo (50 g);2,6;3
Nakhla El Nakhla Coco (50 g);2,6;3
Nakhla El Nakhla Cola (50 g);2,6;3
Nakhla El Nakhla Mandarina (50 g);2,6;3
Nakhla El Nakhla Melón (250 g);12;13,8
Nakhla El Nakhla Melón (50 g);2,6;3
Nakhla El Nakhla Plátano (50 g);2,6;3
Nakhla El Nakhla Vainilla (50 g);2,6;3
Nakhla Fakhfakhina Mango (50 g);2,6;3
Nakhla Fakhfakhina Naranja (50 g);2,6;3
Nakhla Grand Green (250 g);16,95;19,5
Nakhla Grand Green (50 g);3,5;4
Nakhla Ice Apple (50 g);2,75;3,15
Nakhla Ice Grape Mint (50 g);2,6;3
Nakhla Ice Raspberry Mint (50 g);2,75;3,15
Nakhla Misty Black (250 g);14,95;17,2
Nakhla Misty Black (50 g);3,5;4
Nakhla Mizo Cereza (250 g);13;14,95
Nakhla Mizo Cereza (50 g);2,75;3,15
Nakhla Mizo Manzana (250 g);13;14,95
Nakhla Mizo Manzana (50 g);2,75;3,15
Nakhla Mizo Melocotón (250 g);13;14,95
Nakhla Mizo Melocotón (50 g);2,75;3,15
Nakhla Mizo Menta (250 g);13;14,95
Nakhla Mizo Menta (50 g);2,75;3,15
Nakhla Mizo Sandia (50 g);2,75;3,15
Nakhla Mizo Uva (250 g);13;14,95
Nakhla Mizo Uva (50 g);2,75;3,15
Nakhla Orange Peach (50);2,75;3,15
Nakhla Pastel Red (50 g);2,7;3,1
Nakhla Pearly Indigo (50 g);2,95;3,4
Nakhla Rosy Ochre (50 g);2,95;3,4
Nakhla Ruby Red (250 g);13,95;16,05
Nakhla Ruby Red (50 g);2,95;3,4
Nakhla Sheherazade Canela (50 g);2,6;3
Nakhla Sheherazade Choco Menta (50 g);2,6;3
Nakhla Sheherazade Margarita (50 g);2,6;3
Nakhla Shisha on the Beach (50 g);2,75;3,15
Nakhla Spark Green (250 g);13,95;16,05
Nakhla Sparkly Red (50 g);2,95;3,4
Nakhla Tobac Molasses Surt.1 (500 g);26;29,9
Nakhla Tobacco Fresa (250 g);12;13,8
Nakhla Tobacco Frutas (250 g);12;13,8
Nakhla Tobacco Frutas (50 g);2,6;3
Nakhla Zaghloul Negro (50 g);2,6;3
Nameless # Black Box (200 g);18,95;21,8
Nameless # Black Box (50 g);4,8;5,5
Nameless #007 Gold Finger (200 g);18,95;21,8
Nameless #007 Gold Finger (50 g);4,8;5,5
Nameless #06 Dragon Lady (200g);18,95;21,8
Nameless #100 Yelow Pei (200 g);18,95;21,8
Nameless #100 Yelow Pei (50 g);4,8;5,5
Nameless #105 Red Turtle (200 g);18,95;21,8
Nameless #105 Red Turtle (50 g);4,8;5,5
Nameless #107 Winter is Coming (200 g);18,95;21,8
Nameless #107 Winter is Coming (50 g);4,8;5,5
Nameless #109 Monkey Brain (200 g);18,95;21,8
Nameless #109 Monkey Brain (50 g);4,8;5,5
Nameless #11 Adam & Eve (200 g);18,95;21,8
Nameless #11 Adam & Eve (50 g);4,8;5,5
Nameless #115 Californication (200g);18,95;21,8
Nameless #115 Californication (50g);4,8;5,5
Nameless #116 Pablo (200g);18,95;21,8
Nameless #116 Pablo (50g);4,8;5,5
Nameless #116 Pablo (995 g);89;102,35
Nameless #121 Boogie Bomb (200 g);18,95;21,8
Nameless #121 Boogie Bomb (50 g);4,8;5,5
Nameless #13 Ivi (200 g);18,95;21,8
Nameless #13 Ivi (50 g);4,8;5,5
Nameless #13 Kivick (200 g);18,95;21,8
Nameless #13 Kivick (50 g);4,8;5,5
Nameless #15 Grüner Marokkaner (200 g);18,95;21,8
Nameless #15 Grüner Marokkaner (50 g);4,8;5,5
Nameless #17 Piches (200 g);18,95;21,8
Nameless #17 Piches (50 g);4,8;5,5
Nameless #40 Black Nana (200 g);18,95;21,8
Nameless #40 Black Nana (50g);4,8;5,5
Nameless #40 Black Nana (955 g);67,9;78,1
Nameless #40 Black Nana (995 g);89;102,35
Nameless #43 Nevada (200g);18,95;21,8
Nameless #43 Nevadas (50 g);4,8;5,5
Nameless #6 Dragon Lady (50 g);4,8;5,5
Nameless #711 L' Oasis (200 g);18,95;21,8
Nameless #711 L' Oasis (50 g);4,8;5,5
Nameless #808 Pina & Lada (200 g);18,95;21,8
Nameless #808 Pina & Lada (50 g);4,8;5,5
Nameless Dark Nana (200 g);19,5;22,4
Nameless Dark Nana (50 g);5,65;6,5
Nash Bali (100 g);15,95;18,35
Nash Bravo (100 g);15,95;18,35
Nash Cold Sun (100 g);15,95;18,35
Nash Corazon (100 g);15,95;18,35
Nash Green Heart (100 g);15,95;18,35
Nash Heaven (100 g);15,95;18,35
Nash Hola Carmencita (100 g);15,95;18,35
Nash Hola Gargopera (100 g);15,95;18,35
Nash Jubilee (100 g);15,95;18,35
Nash Skitlzz (100 g);15,95;18,35
Nash Sun Capri (100 g);15,95;18,35
Nash Tarkun (100 g);15,95;18,35
Nash Tuselo (100 g);15,95;18,35
Nash Violet Cloud (100 g);15,95;18,35
Nativo 100 G TPD (100 g);6,75;7,75
Nativo 12 G TPD (12 g);1;1,15
Nativo 20 G TPD (20 g);1,45;1,65
Natur (100 g);8;9,2
Neo Angel (50 g);3,2;3,7
Neo Demon (50 g);3,2;3,7
Neo Desire (50 g);3,2;3,7
Neo Forever (50 g);3,2;3,7
Neo Illusion (50 g);3,2;3,7
Neo Innocence (50 g);3,2;3,7
Neo Velvet (50 g);3,2;3,7
Neo Virgin (50 g);3,2;3,7
Nording Erik's Reserve (50 g);17,95;20,65
Nording Seaweed (50 g);18,95;21,8
Nording Tumbleweed (50 g);18,5;21,3
Noth Star By Gawith, Hoggarth & Co (50 g);17,3;19,9
Oboe Tabaco de Pipa bolsa (50 g);4;4,6
Oboe Tabaco de Pipa bolsa (80 g);6,4;7,35
Olsen (80 g);5,6;6,45
Os African King (50 g);4,5;5,2
Os African Queen (200 g);17,5;20,1
Os African Queen (50 g);4,5;5,2
Os Bonnie'n Clyde (50 g);4,5;5,2
Os Casanova (200 g);17,5;20,1
Os Disco (200 g);17,5;20,1
Os Disco (50 g);4,5;5,2
Os Lucifero (50 g);4,5;5,2
Os Tobacco Bonnie'n Clyde (200 g);17,5;20,1
Os Tobacco Casanova (50 g);4,5;5,2
Os Tobacco Cosanostra (50 g);4,5;5,2
Os Unknown (50 g);4,5;5,2
Overdozz 1St Love (60 g);3,3;3,8
Overdozz 24 Karatine (200 g);14,8;17
Overdozz 24 Karatine (60 g);3,3;3,8
Overdozz 24 Karatine Picadura Shisha Lata (50 g);3,95;4,55
Overdozz All Nighter (200 g);14,8;17
Overdozz All Nighter (50 g);3,95;4,55
Overdozz All Nighter (60 g);3,3;3,8
Overdozz Areejan (200 g);14,8;17
Overdozz Areejan (50 g);3,95;4,55
Overdozz Areejan (60 g);3,3;3,8
Overdozz Bad Habit (200 g);14,8;17
Overdozz Bad Habit (60 g);3,3;3,8
Overdozz Bad Habit Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Banango (200 g);14,8;17
Overdozz Banango (50 g);3,95;4,55
Overdozz Banango (60 g);3,3;3,8
Overdozz Crazy Ex (200 g);14,8;17
Overdozz Crazy Ex (60 g);3,3;3,8
Overdozz Crazy Ex Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Dopomine (200 g);14,8;17
Overdozz Dopomine Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Double Trouble (200 g);14,8;17
Overdozz Double Trouble (60 g);3,3;3,8
Overdozz Double Trouble Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Fresh Green (60 g);3,3;3,8
Overdozz Fresh Greens (200 g);14,8;17
Overdozz Fresh Greens Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Go For Broke (200 g);14,8;17
Overdozz Go for Broke (60 g);3,3;3,8
Overdozz Go For Broke Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Green Mist® (50 g);3,95;4,55
Overdozz Green Mist® (60 g);3,3;3,8
Overdozz Heat Wave (200 g);14,8;17
Overdozz Heat Wave (60 g);3,3;3,8
Overdozz Heat Wave Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Ist Love (200 g);14,8;17
Overdozz Ist Love (50 g);3,95;4,55
Overdozz Judgment Day (200 g);14,8;17
Overdozz Judgment Day (60 g);3,3;3,8
Overdozz Judgment Day Picadura Shisha Lata (50 g);3,95;4,55
Overdozz K.O. (200 g);14,8;17
Overdozz K.O. (50 g);3,95;4,55
Overdozz Kaffeine Addikt Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Kaffeine Addikt Picadura Shisha Lata (50 g);3,3;3,8
Overdozz Kesowawa (200 g);14,8;17
Overdozz Kesowawa (50 g);3,95;4,55
Overdozz Kesowawa (60 g);3,3;3,8
Overdozz Kooliche (50 g);3,95;4,55
Overdozz Kooliche (60 g);3,3;3,8
Overdozz Love Bug (200 g);14,8;17
Overdozz Love Bug (60 g);3,3;3,8
Overdozz Love Bug Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Lusidream (60 g);3,3;3,8
Overdozz Lusidrem (200 g);14,8;17
Overdozz Lusidrem Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Mad Spiral (200 g);14,8;17
Overdozz Mad Spiral (50 g);3,95;4,55
Overdozz One Night Stand (200 g);14,8;17
Overdozz One Night Stand (60 g);3,3;3,8
Overdozz One Night Stand Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Perta On The Rocks (200g);14,8;17
Overdozz Perta On The Rocks (50g);3,95;4,55
Overdozz Pombom (200 g);14,8;17
Overdozz Pombom (50 g);3,95;4,55
Overdozz Psych Out (200 g);14,8;17
Overdozz Psych Out (60 g);3,3;3,8
Overdozz Psych Out Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Rachillo (200 g);14,8;17
Overdozz Rachillo (50 g);3,95;4,55
Overdozz Rachillo (60 g);3,3;3,8
Overdozz Sex With an Ex (200 g);14,8;17
Overdozz Sex With an Ex (50 g);3,95;4,55
Overdozz Sex With an Ex (60 g);3,3;3,8
Overdozz Summer Fling (200 g);14,8;17
Overdozz Summer Fling (60 g);3,3;3,8
Overdozz Summer Fling Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Tease Um (200 g);14,8;17
Overdozz Tease Um (50 g);3,95;4,55
Overdozz Tranquilyser (200 g);14,8;17
Overdozz Tranquilyser Picadura Shisha Lata (200 g);12,5;14,4
Overdozz Tranquilyser Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Wild Night Out (200 g);14,8;17
Overdozz Wild Night Out (60 g);3,3;3,8
Overdozz Wild Night Out Picadura Shisha Lata (50 g);3,95;4,55
Overdozz Zero Gravity (200 g);14,8;17
Overdozz Zero Gravity (60 g);3,3;3,8
Overdozz Zero Gravity Picadura Shisha Lata (50 g);3,95;4,55
Peter Clark Classic Black Mixture Pipe's Tobacco (100 g);7,8;8,95
Peter Clark Four Seasons Pipe's Tobacco (100 g);6,9;7,95
Peter Clark Four Seasons Pipe's Tobacco (50g);3,5;4
Peterson 1865 Mixture (100 g);19;21,85
Peterson Connemara Black (40 g);4,9;5,65
Peterson Connoisseurs Choice (50 g);9,25;10,65
Peterson Early Morning (50 g);12,5;14,4
Peterson Founder's Choice (100 g);15,75;18,1
Peterson Gold Blend (50 g);9,25;10,65
Peterson Holiday Season (100 g);18;20,7
Peterson Irish Dew (40 g);4,9;5,65
Peterson Irish Flake  (50 g);9,3;10,7
Peterson Irish Oak (50 g);9,25;10,65
Peterson Irish Whiskey (50 g);9,25;10,65
Peterson Luxe Mixture  (50 g);11,25;12,95
Peterson Luxury Blend (50 g);11,25;12,95
Peterson My Mixture 965 (50 g);12,5;14,4
Peterson Nightcap (50 g);12,5;14,4
Peterson Old Dublin (50 g);11,8;13,55
Peterson Perfect Plug  (50 g);9,25;10,65
Peterson Sherlock Holmes (50 g);11,8;13,55
Peterson Special 2014 Reserve (100 g);18;20,7
Peterson St. Patrick's Day (50 g);9,25;10,65
Peterson Standard Mixture (50 g);12,5;14,4
Peterson Summertime (100 g);18;20,7
Peterson Sunset Breeze (50 g);9,25;10,65
Peterson Sweet Killarney (50 g);9,25;10,65
Peterson University Flake (50 g);11,25;12,95
Planta Tobacco Year Anno MMXVI (100 g);18;20,7
Privilege Breathe picadura shisha lata (200 g);15,5;17,8
Privilege Breathe picadura shisha lata (50 g);4,1;4,7
Privilege Dance picadura shisha lata (200 g);15,5;17,8
Privilege Dance picadura shisha lata (50 g);4,1;4,7
Privilege Discover picadura shisha lata (200 g);15,5;17,8
Privilege Discover picadura shisha lata (50 g);4,1;4,7
Privilege Dive picadura shisha lata (200 g);15,5;17,8
Privilege Dive picadura shisha lata (50 g);4,1;4,7
Privilege Dream picadura shisha lata (200 g);15,5;17,8
Privilege Dream picadura shisha lata (50 g);4,1;4,7
Privilege Enjoy picadura shisha lata (200 g);15,5;17,8
Privilege Enjoy picadura shisha lata (50 g);4,1;4,7
Privilege Fight picadura shisha lata (200 g);15,5;17,8
Privilege Fight picadura shisha lata (50 g);4,1;4,7
Privilege Love picadura shisha lata (200 g);15,5;17,8
Privilege Love picadura shisha lata (50 g);4,1;4,7
Privilege Read picadura shisha lata (200 g);15,5;17,8
Privilege Read picadura shisha lata (50 g);4,1;4,7
Privilege Smoke Break lata (200 g);15,5;17,8
Privilege Smoke Break lata (50 g);4,1;4,7
Privilege Smoke Feel (200 g);15,5;17,8
Privilege Smoke Feel (50 g);4,1;4,7
Privilege Smoke Jump (200 g);15,5;17,8
Privilege Smoke Jump (50 g);4,1;4,7
Privilege Smoke Kiss (50 g);4,1;4,7
Privilege Smoke Like lata (200 g);15,5;17,8
Privilege Smoke Like lata (50 g);4,1;4,7
Privilege Smoke Live (200 g);15,5;17,8
Privilege Smoke Live (50 g);4,1;4,7
Privilege Smoke Play (200 g);15,5;17,8
Privilege Smoke Play (50 g);4,1;4,7
Privilege Smoke Shake (50 g);4,1;4,7
Privilege Smoke Show (50 g);4,1;4,7
Privilege Smoke Stop (50 g);4,1;4,7
Privilege Travel picadura shisha lata (200 g);15,5;17,8
Privilege Travel picadura shisha lata (50 g);4,1;4,7
Rattray's  Hal O'The Wind British Collection (100 g);26;29,9
Rattray's Br. Col. Black Mallory (100 g);24,4;28,05
Rattray's British Collection 7 Reserve (50 g);16,2;18,65
Rattray's British Collection Accountants Mixture (100 g);24,4;28,05
Rattray's British Collection Bagpiper's Dream (100 g);24,4;28,05
Rattray's British Collection Brown Clunee (100 g);28;32,2
Rattray's British Collection Highland Targe (100 g);24,4;28,05
Rattray's British Collection Marlin Flake (50 g);18;20,7
Rattray's British Collection Old Gowrie (50 g);18;20,7
Rattray's British Collection Red Rapparee (100 g);28;32,2
Rattray's Year Of The Dragon (100 g);26,5;30,5
Redfield Green (20 g);1,8;2,05
Redfield Red (100 g);8,2;9,45
Redfield Red (20 g);1,8;2,05
Retro (100 g);6,4;7,35
Revoshi A-Easy (200 g);15,95;18,35
Revoshi Anibal Fang (200 g);15,95;18,35
Revoshi Anibal Fang (25 g);1,85;2,15
Revoshi Anibal Fang (50 g);4,35;5
Revoshi Antep Dream (200 g);15,95;18,35
Revoshi Antep Dream (25 g);1,85;2,15
Revoshi Antep Dream (50 g);4,35;5
Revoshi A-Strong (200 g);15,95;18,35
Revoshi A-Strong (25 g);1,85;2,15
Revoshi Blackbeard Soul (200 g);15,95;18,35
Revoshi Blackbeard Soul (25 g);1,85;2,15
Revoshi Blackbeard Soul (50 g);4,35;5
Revoshi Black-G (200 g);15,95;18,35
Revoshi Black-G (25 g);1,85;2,15
Revoshi Blck G (50 g);4,35;5
Revoshi Blck Grp (50 g);4,35;5
Revoshi Boricua (200 g);15,95;18,35
Revoshi Boricua (50 g);4,35;5
Revoshi Capitan Pinto ( 50 g);4,35;5
Revoshi Capitan Pinto (200 g);15,95;18,35
Revoshi Capitan Pinto (25 g);1,85;2,15
Revoshi Carmitta (200 g);15,95;18,35
Revoshi Carmitta (50 g);4,35;5
Revoshi Chao Bella (200 g);15,95;18,35
Revoshi Chao Bella (25 g);1,85;2,15
Revoshi Chao Bella (50 g);4,35;5
Revoshi Chao Bella (995 g);75;86,25
Revoshi D'App Strng (50 g);4,35;5
